"# Channel 1"
"# Trace 3"
Frequency, Formatted Data, Formatted Data
+7.78125000000E+008, +1.24883565820E-001, +0.00000000000E+000
+7.78750000000E+008, +1.25599098449E-001, +0.00000000000E+000
+7.79375000000E+008, +1.24410092061E-001, +0.00000000000E+000
+7.80000000000E+008, +1.26208662514E-001, +0.00000000000E+000
+7.80625000000E+008, +1.27762129103E-001, +0.00000000000E+000
+7.81250000000E+008, +1.27125258733E-001, +0.00000000000E+000
+7.81875000000E+008, +1.25083805708E-001, +0.00000000000E+000
+7.82500000000E+008, +1.28393310397E-001, +0.00000000000E+000
+7.83125000000E+008, +1.29418039036E-001, +0.00000000000E+000
+7.83750000000E+008, +1.25557446243E-001, +0.00000000000E+000
+7.84375000000E+008, +1.24884773738E-001, +0.00000000000E+000
+7.85000000000E+008, +1.26917823066E-001, +0.00000000000E+000
+7.85625000000E+008, +1.24968289143E-001, +0.00000000000E+000
+7.86250000000E+008, +1.25325519426E-001, +0.00000000000E+000
+7.86875000000E+008, +1.24885624450E-001, +0.00000000000E+000
+7.87500000000E+008, +1.28507225086E-001, +0.00000000000E+000
+7.88125000000E+008, +1.27242804794E-001, +0.00000000000E+000
+7.88750000000E+008, +1.27819752037E-001, +0.00000000000E+000
+7.89375000000E+008, +1.31729752929E-001, +0.00000000000E+000
+7.90000000000E+008, +1.27439736429E-001, +0.00000000000E+000
+7.90625000000E+008, +1.30236838095E-001, +0.00000000000E+000
+7.91250000000E+008, +1.30078413289E-001, +0.00000000000E+000
+7.91875000000E+008, +1.28419440813E-001, +0.00000000000E+000
+7.92500000000E+008, +1.30078849022E-001, +0.00000000000E+000
+7.93125000000E+008, +1.29614489357E-001, +0.00000000000E+000
+7.93750000000E+008, +1.26731155179E-001, +0.00000000000E+000
+7.94375000000E+008, +1.27451796314E-001, +0.00000000000E+000
+7.95000000000E+008, +1.27962724256E-001, +0.00000000000E+000
+7.95625000000E+008, +1.29380169145E-001, +0.00000000000E+000
+7.96250000000E+008, +1.30000149902E-001, +0.00000000000E+000
+7.96875000000E+008, +1.27941494381E-001, +0.00000000000E+000
+7.97500000000E+008, +1.29240873971E-001, +0.00000000000E+000
+7.98125000000E+008, +1.31250610151E-001, +0.00000000000E+000
+7.98750000000E+008, +1.29980503993E-001, +0.00000000000E+000
+7.99375000000E+008, +1.30270272385E-001, +0.00000000000E+000
+8.00000000000E+008, +1.31322515807E-001, +0.00000000000E+000
+8.00625000000E+008, +1.28170966756E-001, +0.00000000000E+000
+8.01250000000E+008, +1.31256581957E-001, +0.00000000000E+000
+8.01875000000E+008, +1.31627150141E-001, +0.00000000000E+000
+8.02500000000E+008, +1.30335541773E-001, +0.00000000000E+000
+8.03125000000E+008, +1.29719964732E-001, +0.00000000000E+000
+8.03750000000E+008, +1.31587325483E-001, +0.00000000000E+000
+8.04375000000E+008, +1.30635221637E-001, +0.00000000000E+000
+8.05000000000E+008, +1.30753262893E-001, +0.00000000000E+000
+8.05625000000E+008, +1.33613423261E-001, +0.00000000000E+000
+8.06250000000E+008, +1.30007598273E-001, +0.00000000000E+000
+8.06875000000E+008, +1.32396007744E-001, +0.00000000000E+000
+8.07500000000E+008, +1.32599184596E-001, +0.00000000000E+000
+8.08125000000E+008, +1.33068360733E-001, +0.00000000000E+000
+8.08750000000E+008, +1.32485656518E-001, +0.00000000000E+000
+8.09375000000E+008, +1.29851875568E-001, +0.00000000000E+000
+8.10000000000E+008, +1.34023527449E-001, +0.00000000000E+000
+8.10625000000E+008, +1.29602299379E-001, +0.00000000000E+000
+8.11250000000E+008, +1.32452287921E-001, +0.00000000000E+000
+8.11875000000E+008, +1.33042547797E-001, +0.00000000000E+000
+8.12500000000E+008, +1.32503105278E-001, +0.00000000000E+000
+8.13125000000E+008, +1.34231868578E-001, +0.00000000000E+000
+8.13750000000E+008, +1.33209556369E-001, +0.00000000000E+000
+8.14375000000E+008, +1.34979483393E-001, +0.00000000000E+000
+8.15000000000E+008, +1.34415539854E-001, +0.00000000000E+000
+8.15625000000E+008, +1.33226028837E-001, +0.00000000000E+000
+8.16250000000E+008, +1.32557377800E-001, +0.00000000000E+000
+8.16875000000E+008, +1.34247316008E-001, +0.00000000000E+000
+8.17500000000E+008, +1.30787340650E-001, +0.00000000000E+000
+8.18125000000E+008, +1.33915290041E-001, +0.00000000000E+000
+8.18750000000E+008, +1.36844492094E-001, +0.00000000000E+000
+8.19375000000E+008, +1.31928040690E-001, +0.00000000000E+000
+8.20000000000E+008, +1.32920303043E-001, +0.00000000000E+000
+8.20625000000E+008, +1.34009941775E-001, +0.00000000000E+000
+8.21250000000E+008, +1.35057267832E-001, +0.00000000000E+000
+8.21875000000E+008, +1.34538851609E-001, +0.00000000000E+000
+8.22500000000E+008, +1.35917019065E-001, +0.00000000000E+000
+8.23125000000E+008, +1.35921105801E-001, +0.00000000000E+000
+8.23750000000E+008, +1.36800461357E-001, +0.00000000000E+000
+8.24375000000E+008, +1.34297990107E-001, +0.00000000000E+000
+8.25000000000E+008, +1.36683232469E-001, +0.00000000000E+000
+8.25625000000E+008, +1.34766904029E-001, +0.00000000000E+000
+8.26250000000E+008, +1.34617295564E-001, +0.00000000000E+000
+8.26875000000E+008, +1.34197745010E-001, +0.00000000000E+000
+8.27500000000E+008, +1.39075062853E-001, +0.00000000000E+000
+8.28125000000E+008, +1.34675651415E-001, +0.00000000000E+000
+8.28750000000E+008, +1.35314161219E-001, +0.00000000000E+000
+8.29375000000E+008, +1.36221025052E-001, +0.00000000000E+000
+8.30000000000E+008, +1.35212690035E-001, +0.00000000000E+000
+8.30625000000E+008, +1.36287495399E-001, +0.00000000000E+000
+8.31250000000E+008, +1.37108769203E-001, +0.00000000000E+000
+8.31875000000E+008, +1.35348027361E-001, +0.00000000000E+000
+8.32500000000E+008, +1.36837707001E-001, +0.00000000000E+000
+8.33125000000E+008, +1.35553415876E-001, +0.00000000000E+000
+8.33750000000E+008, +1.36786590369E-001, +0.00000000000E+000
+8.34375000000E+008, +1.34841088393E-001, +0.00000000000E+000
+8.35000000000E+008, +1.36463596031E-001, +0.00000000000E+000
+8.35625000000E+008, +1.36353341969E-001, +0.00000000000E+000
+8.36250000000E+008, +1.38367363260E-001, +0.00000000000E+000
+8.36875000000E+008, +1.36729771429E-001, +0.00000000000E+000
+8.37500000000E+008, +1.35053622809E-001, +0.00000000000E+000
+8.38125000000E+008, +1.38277803708E-001, +0.00000000000E+000
+8.38750000000E+008, +1.40214451938E-001, +0.00000000000E+000
+8.39375000000E+008, +1.37849299982E-001, +0.00000000000E+000
+8.40000000000E+008, +1.38624665788E-001, +0.00000000000E+000
+8.40625000000E+008, +1.39299586410E-001, +0.00000000000E+000
+8.41250000000E+008, +1.38176229768E-001, +0.00000000000E+000
+8.41875000000E+008, +1.39724278974E-001, +0.00000000000E+000
+8.42500000000E+008, +1.39937406830E-001, +0.00000000000E+000
+8.43125000000E+008, +1.39226531551E-001, +0.00000000000E+000
+8.43750000000E+008, +1.37476909555E-001, +0.00000000000E+000
+8.44375000000E+008, +1.40411259501E-001, +0.00000000000E+000
+8.45000000000E+008, +1.39798491925E-001, +0.00000000000E+000
+8.45625000000E+008, +1.38035288298E-001, +0.00000000000E+000
+8.46250000000E+008, +1.38690161903E-001, +0.00000000000E+000
+8.46875000000E+008, +1.39914943547E-001, +0.00000000000E+000
+8.47500000000E+008, +1.36403666682E-001, +0.00000000000E+000
+8.48125000000E+008, +1.41842934987E-001, +0.00000000000E+000
+8.48750000000E+008, +1.40015179756E-001, +0.00000000000E+000
+8.49375000000E+008, +1.43217807146E-001, +0.00000000000E+000
+8.50000000000E+008, +1.38194119730E-001, +0.00000000000E+000
+8.50625000000E+008, +1.40686091230E-001, +0.00000000000E+000
+8.51250000000E+008, +1.40217902183E-001, +0.00000000000E+000
+8.51875000000E+008, +1.39377217135E-001, +0.00000000000E+000
+8.52500000000E+008, +1.42247550691E-001, +0.00000000000E+000
+8.53125000000E+008, +1.41785428872E-001, +0.00000000000E+000
+8.53750000000E+008, +1.44102079989E-001, +0.00000000000E+000
+8.54375000000E+008, +1.42361502690E-001, +0.00000000000E+000
+8.55000000000E+008, +1.43893229263E-001, +0.00000000000E+000
+8.55625000000E+008, +1.44086015473E-001, +0.00000000000E+000
+8.56250000000E+008, +1.44227620302E-001, +0.00000000000E+000
+8.56875000000E+008, +1.42410275248E-001, +0.00000000000E+000
+8.57500000000E+008, +1.40375267572E-001, +0.00000000000E+000
+8.58125000000E+008, +1.42400027225E-001, +0.00000000000E+000
+8.58750000000E+008, +1.46538311065E-001, +0.00000000000E+000
+8.59375000000E+008, +1.40635528223E-001, +0.00000000000E+000
+8.60000000000E+008, +1.42917915947E-001, +0.00000000000E+000
+8.60625000000E+008, +1.40640841726E-001, +0.00000000000E+000
+8.61250000000E+008, +1.44859571792E-001, +0.00000000000E+000
+8.61875000000E+008, +1.43740836064E-001, +0.00000000000E+000
+8.62500000000E+008, +1.41542597528E-001, +0.00000000000E+000
+8.63125000000E+008, +1.43578698299E-001, +0.00000000000E+000
+8.63750000000E+008, +1.43100356209E-001, +0.00000000000E+000
+8.64375000000E+008, +1.43601913656E-001, +0.00000000000E+000
+8.65000000000E+008, +1.42960525514E-001, +0.00000000000E+000
+8.65625000000E+008, +1.42703912445E-001, +0.00000000000E+000
+8.66250000000E+008, +1.42966271493E-001, +0.00000000000E+000
+8.66875000000E+008, +1.43006819885E-001, +0.00000000000E+000
+8.67500000000E+008, +1.43308798841E-001, +0.00000000000E+000
+8.68125000000E+008, +1.44343319153E-001, +0.00000000000E+000
+8.68750000000E+008, +1.43017841456E-001, +0.00000000000E+000
+8.69375000000E+008, +1.43862328807E-001, +0.00000000000E+000
+8.70000000000E+008, +1.43575853014E-001, +0.00000000000E+000
+8.70625000000E+008, +1.44175643225E-001, +0.00000000000E+000
+8.71250000000E+008, +1.44635778968E-001, +0.00000000000E+000
+8.71875000000E+008, +1.46120021316E-001, +0.00000000000E+000
+8.72500000000E+008, +1.43861887925E-001, +0.00000000000E+000
+8.73125000000E+008, +1.46120523417E-001, +0.00000000000E+000
+8.73750000000E+008, +1.45109080352E-001, +0.00000000000E+000
+8.74375000000E+008, +1.43335894155E-001, +0.00000000000E+000
+8.75000000000E+008, +1.45632444296E-001, +0.00000000000E+000
+8.75625000000E+008, +1.44616069825E-001, +0.00000000000E+000
+8.76250000000E+008, +1.44951219908E-001, +0.00000000000E+000
+8.76875000000E+008, +1.46655445127E-001, +0.00000000000E+000
+8.77500000000E+008, +1.44666221414E-001, +0.00000000000E+000
+8.78125000000E+008, +1.46483987140E-001, +0.00000000000E+000
+8.78750000000E+008, +1.46948144130E-001, +0.00000000000E+000
+8.79375000000E+008, +1.46113211610E-001, +0.00000000000E+000
+8.80000000000E+008, +1.44811542251E-001, +0.00000000000E+000
+8.80625000000E+008, +1.47188704298E-001, +0.00000000000E+000
+8.81250000000E+008, +1.48322899335E-001, +0.00000000000E+000
+8.81875000000E+008, +1.47746400552E-001, +0.00000000000E+000
+8.82500000000E+008, +1.47394005427E-001, +0.00000000000E+000
+8.83125000000E+008, +1.47054535046E-001, +0.00000000000E+000
+8.83750000000E+008, +1.48030672278E-001, +0.00000000000E+000
+8.84375000000E+008, +1.48049158644E-001, +0.00000000000E+000
+8.85000000000E+008, +1.48449321029E-001, +0.00000000000E+000
+8.85625000000E+008, +1.49391108199E-001, +0.00000000000E+000
+8.86250000000E+008, +1.50414989466E-001, +0.00000000000E+000
+8.86875000000E+008, +1.48234725585E-001, +0.00000000000E+000
+8.87500000000E+008, +1.50442130256E-001, +0.00000000000E+000
+8.88125000000E+008, +1.49381971317E-001, +0.00000000000E+000
+8.88750000000E+008, +1.49327183887E-001, +0.00000000000E+000
+8.89375000000E+008, +1.48923764642E-001, +0.00000000000E+000
+8.90000000000E+008, +1.49729074741E-001, +0.00000000000E+000
+8.90625000000E+008, +1.46527087973E-001, +0.00000000000E+000
+8.91250000000E+008, +1.50074214612E-001, +0.00000000000E+000
+8.91875000000E+008, +1.51410890348E-001, +0.00000000000E+000
+8.92500000000E+008, +1.46948289828E-001, +0.00000000000E+000
+8.93125000000E+008, +1.50801718365E-001, +0.00000000000E+000
+8.93750000000E+008, +1.50897505271E-001, +0.00000000000E+000
+8.94375000000E+008, +1.49304903181E-001, +0.00000000000E+000
+8.95000000000E+008, +1.50940204733E-001, +0.00000000000E+000
+8.95625000000E+008, +1.49719681838E-001, +0.00000000000E+000
+8.96250000000E+008, +1.51182963039E-001, +0.00000000000E+000
+8.96875000000E+008, +1.49325068267E-001, +0.00000000000E+000
+8.97500000000E+008, +1.50134942325E-001, +0.00000000000E+000
+8.98125000000E+008, +1.51708353116E-001, +0.00000000000E+000
+8.98750000000E+008, +1.49905418097E-001, +0.00000000000E+000
+8.99375000000E+008, +1.51081200125E-001, +0.00000000000E+000
+9.00000000000E+008, +1.51458745229E-001, +0.00000000000E+000
+9.00625000000E+008, +1.48955505512E-001, +0.00000000000E+000
+9.01250000000E+008, +1.51601458985E-001, +0.00000000000E+000
+9.01875000000E+008, +1.51206246578E-001, +0.00000000000E+000
+9.02500000000E+008, +1.50737640960E-001, +0.00000000000E+000
+9.03125000000E+008, +1.49848009549E-001, +0.00000000000E+000
+9.03750000000E+008, +1.53746567930E-001, +0.00000000000E+000
+9.04375000000E+008, +1.51619345241E-001, +0.00000000000E+000
+9.05000000000E+008, +1.50326392306E-001, +0.00000000000E+000
+9.05625000000E+008, +1.52266732048E-001, +0.00000000000E+000
+9.06250000000E+008, +1.51556263990E-001, +0.00000000000E+000
+9.06875000000E+008, +1.51685689220E-001, +0.00000000000E+000
+9.07500000000E+008, +1.51003829760E-001, +0.00000000000E+000
+9.08125000000E+008, +1.53172650301E-001, +0.00000000000E+000
+9.08750000000E+008, +1.52159242558E-001, +0.00000000000E+000
+9.09375000000E+008, +1.52736384054E-001, +0.00000000000E+000
+9.10000000000E+008, +1.52479620591E-001, +0.00000000000E+000
+9.10625000000E+008, +1.52153682527E-001, +0.00000000000E+000
+9.11250000000E+008, +1.53864380167E-001, +0.00000000000E+000
+9.11875000000E+008, +1.52727392467E-001, +0.00000000000E+000
+9.12500000000E+008, +1.55517658772E-001, +0.00000000000E+000
+9.13125000000E+008, +1.55502339367E-001, +0.00000000000E+000
+9.13750000000E+008, +1.53970942211E-001, +0.00000000000E+000
+9.14375000000E+008, +1.53393785309E-001, +0.00000000000E+000
+9.15000000000E+008, +1.55271937345E-001, +0.00000000000E+000
+9.15625000000E+008, +1.55445943533E-001, +0.00000000000E+000
+9.16250000000E+008, +1.56474587896E-001, +0.00000000000E+000
+9.16875000000E+008, +1.52253255917E-001, +0.00000000000E+000
+9.17500000000E+008, +1.52240188116E-001, +0.00000000000E+000
+9.18125000000E+008, +1.53313741670E-001, +0.00000000000E+000
+9.18750000000E+008, +1.55614948676E-001, +0.00000000000E+000
+9.19375000000E+008, +1.55631166638E-001, +0.00000000000E+000
+9.20000000000E+008, +1.57175330350E-001, +0.00000000000E+000
+9.20625000000E+008, +1.57149114451E-001, +0.00000000000E+000
+9.21250000000E+008, +1.55521031968E-001, +0.00000000000E+000
+9.21875000000E+008, +1.54974422498E-001, +0.00000000000E+000
+9.22500000000E+008, +1.54709073917E-001, +0.00000000000E+000
+9.23125000000E+008, +1.55197977530E-001, +0.00000000000E+000
+9.23750000000E+008, +1.55622463615E-001, +0.00000000000E+000
+9.24375000000E+008, +1.56421161556E-001, +0.00000000000E+000
+9.25000000000E+008, +1.56486477013E-001, +0.00000000000E+000
+9.25625000000E+008, +1.58396539102E-001, +0.00000000000E+000
+9.26250000000E+008, +1.57886310118E-001, +0.00000000000E+000
+9.26875000000E+008, +1.55517280564E-001, +0.00000000000E+000
+9.27500000000E+008, +1.55527601662E-001, +0.00000000000E+000
+9.28125000000E+008, +1.57341472239E-001, +0.00000000000E+000
+9.28750000000E+008, +1.59563571291E-001, +0.00000000000E+000
+9.29375000000E+008, +1.54496851142E-001, +0.00000000000E+000
+9.30000000000E+008, +1.56874406693E-001, +0.00000000000E+000
+9.30625000000E+008, +1.58045223552E-001, +0.00000000000E+000
+9.31250000000E+008, +1.55280178681E-001, +0.00000000000E+000
+9.31875000000E+008, +1.56060043649E-001, +0.00000000000E+000
+9.32500000000E+008, +1.56995832846E-001, +0.00000000000E+000
+9.33125000000E+008, +1.56088103952E-001, +0.00000000000E+000
+9.33750000000E+008, +1.57032915398E-001, +0.00000000000E+000
+9.34375000000E+008, +1.58976783664E-001, +0.00000000000E+000
+9.35000000000E+008, +1.57351758188E-001, +0.00000000000E+000
+9.35625000000E+008, +1.55907928801E-001, +0.00000000000E+000
+9.36250000000E+008, +1.57625870265E-001, +0.00000000000E+000
+9.36875000000E+008, +1.58247774630E-001, +0.00000000000E+000
+9.37500000000E+008, +1.60189124113E-001, +0.00000000000E+000
+9.38125000000E+008, +1.56537480554E-001, +0.00000000000E+000
+9.38750000000E+008, +1.58480716512E-001, +0.00000000000E+000
+9.39375000000E+008, +1.59195294059E-001, +0.00000000000E+000
+9.40000000000E+008, +1.57953913667E-001, +0.00000000000E+000
+9.40625000000E+008, +1.58307296056E-001, +0.00000000000E+000
+9.41250000000E+008, +1.58225237649E-001, +0.00000000000E+000
+9.41875000000E+008, +1.61001376393E-001, +0.00000000000E+000
+9.42500000000E+008, +1.56500859010E-001, +0.00000000000E+000
+9.43125000000E+008, +1.60085721809E-001, +0.00000000000E+000
+9.43750000000E+008, +1.63122717801E-001, +0.00000000000E+000
+9.44375000000E+008, +1.60811954243E-001, +0.00000000000E+000
+9.45000000000E+008, +1.61628373446E-001, +0.00000000000E+000
+9.45625000000E+008, +1.58688570755E-001, +0.00000000000E+000
+9.46250000000E+008, +1.60956227144E-001, +0.00000000000E+000
+9.46875000000E+008, +1.59612444608E-001, +0.00000000000E+000
+9.47500000000E+008, +1.60711565491E-001, +0.00000000000E+000
+9.48125000000E+008, +1.58542492799E-001, +0.00000000000E+000
+9.48750000000E+008, +1.59556442641E-001, +0.00000000000E+000
+9.49375000000E+008, +1.60714000271E-001, +0.00000000000E+000
+9.50000000000E+008, +1.60570013197E-001, +0.00000000000E+000
+9.50625000000E+008, +1.60782012966E-001, +0.00000000000E+000
+9.51250000000E+008, +1.62295288053E-001, +0.00000000000E+000
+9.51875000000E+008, +1.60685673238E-001, +0.00000000000E+000
+9.52500000000E+008, +1.60190408965E-001, +0.00000000000E+000
+9.53125000000E+008, +1.61680522336E-001, +0.00000000000E+000
+9.53750000000E+008, +1.62674118908E-001, +0.00000000000E+000
+9.54375000000E+008, +1.59938208948E-001, +0.00000000000E+000
+9.55000000000E+008, +1.60164090780E-001, +0.00000000000E+000
+9.55625000000E+008, +1.59476135215E-001, +0.00000000000E+000
+9.56250000000E+008, +1.62752267536E-001, +0.00000000000E+000
+9.56875000000E+008, +1.65136481516E-001, +0.00000000000E+000
+9.57500000000E+008, +1.60891224310E-001, +0.00000000000E+000
+9.58125000000E+008, +1.61657706394E-001, +0.00000000000E+000
+9.58750000000E+008, +1.60378560469E-001, +0.00000000000E+000
+9.59375000000E+008, +1.60525971762E-001, +0.00000000000E+000
+9.60000000000E+008, +1.61766859917E-001, +0.00000000000E+000
+9.60625000000E+008, +1.61212373083E-001, +0.00000000000E+000
+9.61250000000E+008, +1.61980776359E-001, +0.00000000000E+000
+9.61875000000E+008, +1.63280580818E-001, +0.00000000000E+000
+9.62500000000E+008, +1.62076401360E-001, +0.00000000000E+000
+9.63125000000E+008, +1.61955315231E-001, +0.00000000000E+000
+9.63750000000E+008, +1.63051185929E-001, +0.00000000000E+000
+9.64375000000E+008, +1.64108227313E-001, +0.00000000000E+000
+9.65000000000E+008, +1.62072655356E-001, +0.00000000000E+000
+9.65625000000E+008, +1.61707328197E-001, +0.00000000000E+000
+9.66250000000E+008, +1.62401945270E-001, +0.00000000000E+000
+9.66875000000E+008, +1.63059197906E-001, +0.00000000000E+000
+9.67500000000E+008, +1.61430616156E-001, +0.00000000000E+000
+9.68125000000E+008, +1.62465410905E-001, +0.00000000000E+000
+9.68750000000E+008, +1.63882486341E-001, +0.00000000000E+000
+9.69375000000E+008, +1.63740274371E-001, +0.00000000000E+000
+9.70000000000E+008, +1.64882045946E-001, +0.00000000000E+000
+9.70625000000E+008, +1.63339937156E-001, +0.00000000000E+000
+9.71250000000E+008, +1.62429576686E-001, +0.00000000000E+000
+9.71875000000E+008, +1.63880839092E-001, +0.00000000000E+000
+9.72500000000E+008, +1.64156912210E-001, +0.00000000000E+000
+9.73125000000E+008, +1.63742555237E-001, +0.00000000000E+000
+9.73750000000E+008, +1.64753038881E-001, +0.00000000000E+000
+9.74375000000E+008, +1.64642221758E-001, +0.00000000000E+000
+9.75000000000E+008, +1.64748172041E-001, +0.00000000000E+000
+9.75625000000E+008, +1.63343312550E-001, +0.00000000000E+000
+9.76250000000E+008, +1.63503325274E-001, +0.00000000000E+000
+9.76875000000E+008, +1.64766636401E-001, +0.00000000000E+000
+9.77500000000E+008, +1.63437815722E-001, +0.00000000000E+000
+9.78125000000E+008, +1.68523723881E-001, +0.00000000000E+000
+9.78750000000E+008, +1.66063169914E-001, +0.00000000000E+000
+9.79375000000E+008, +1.64899350174E-001, +0.00000000000E+000
+9.80000000000E+008, +1.63964325218E-001, +0.00000000000E+000
+9.80625000000E+008, +1.65994362327E-001, +0.00000000000E+000
+9.81250000000E+008, +1.66410871045E-001, +0.00000000000E+000
+9.81875000000E+008, +1.64579650748E-001, +0.00000000000E+000
+9.82500000000E+008, +1.65425855052E-001, +0.00000000000E+000
+9.83125000000E+008, +1.67585762343E-001, +0.00000000000E+000
+9.83750000000E+008, +1.66136328579E-001, +0.00000000000E+000
+9.84375000000E+008, +1.64183687163E-001, +0.00000000000E+000
+9.85000000000E+008, +1.65954126736E-001, +0.00000000000E+000
+9.85625000000E+008, +1.66440967710E-001, +0.00000000000E+000
+9.86250000000E+008, +1.64912865552E-001, +0.00000000000E+000
+9.86875000000E+008, +1.66079480344E-001, +0.00000000000E+000
+9.87500000000E+008, +1.66989763135E-001, +0.00000000000E+000
+9.88125000000E+008, +1.66607318937E-001, +0.00000000000E+000
+9.88750000000E+008, +1.66724526327E-001, +0.00000000000E+000
+9.89375000000E+008, +1.68219702614E-001, +0.00000000000E+000
+9.90000000000E+008, +1.64030968070E-001, +0.00000000000E+000
+9.90625000000E+008, +1.69565960872E-001, +0.00000000000E+000
+9.91250000000E+008, +1.66801591048E-001, +0.00000000000E+000
+9.91875000000E+008, +1.66014600854E-001, +0.00000000000E+000
+9.92500000000E+008, +1.67716716514E-001, +0.00000000000E+000
+9.93125000000E+008, +1.66942541680E-001, +0.00000000000E+000
+9.93750000000E+008, +1.67212300647E-001, +0.00000000000E+000
+9.94375000000E+008, +1.68607462787E-001, +0.00000000000E+000
+9.95000000000E+008, +1.68325410412E-001, +0.00000000000E+000
+9.95625000000E+008, +1.69079292462E-001, +0.00000000000E+000
+9.96250000000E+008, +1.67328016332E-001, +0.00000000000E+000
+9.96875000000E+008, +1.69730744545E-001, +0.00000000000E+000
+9.97500000000E+008, +1.66991221148E-001, +0.00000000000E+000
+9.98125000000E+008, +1.68325759418E-001, +0.00000000000E+000
+9.98750000000E+008, +1.69334041016E-001, +0.00000000000E+000
+9.99375000000E+008, +1.67727629162E-001, +0.00000000000E+000
+1.00000000000E+009, +1.68685312922E-001, +0.00000000000E+000
+1.00062500000E+009, +1.69447189408E-001, +0.00000000000E+000
+1.00125000000E+009, +1.69283007274E-001, +0.00000000000E+000
+1.00187500000E+009, +1.71598835902E-001, +0.00000000000E+000
+1.00250000000E+009, +1.67693962647E-001, +0.00000000000E+000
+1.00312500000E+009, +1.70546499235E-001, +0.00000000000E+000
+1.00375000000E+009, +1.70883353537E-001, +0.00000000000E+000
+1.00437500000E+009, +1.72285658279E-001, +0.00000000000E+000
+1.00500000000E+009, +1.69582610692E-001, +0.00000000000E+000
+1.00562500000E+009, +1.71177065934E-001, +0.00000000000E+000
+1.00625000000E+009, +1.73400600594E-001, +0.00000000000E+000
+1.00687500000E+009, +1.70706429216E-001, +0.00000000000E+000
+1.00750000000E+009, +1.71591784072E-001, +0.00000000000E+000
+1.00812500000E+009, +1.72034582837E-001, +0.00000000000E+000
+1.00875000000E+009, +1.71574791919E-001, +0.00000000000E+000
+1.00937500000E+009, +1.70381123526E-001, +0.00000000000E+000
+1.01000000000E+009, +1.70381929556E-001, +0.00000000000E+000
+1.01062500000E+009, +1.70683152747E-001, +0.00000000000E+000
+1.01125000000E+009, +1.71758508482E-001, +0.00000000000E+000
+1.01187500000E+009, +1.70220187495E-001, +0.00000000000E+000
+1.01250000000E+009, +1.70996111568E-001, +0.00000000000E+000
+1.01312500000E+009, +1.72318116485E-001, +0.00000000000E+000
+1.01375000000E+009, +1.71959156240E-001, +0.00000000000E+000
+1.01437500000E+009, +1.69136291576E-001, +0.00000000000E+000
+1.01500000000E+009, +1.72418487575E-001, +0.00000000000E+000
+1.01562500000E+009, +1.72470024651E-001, +0.00000000000E+000
+1.01625000000E+009, +1.72911413835E-001, +0.00000000000E+000
+1.01687500000E+009, +1.73229026671E-001, +0.00000000000E+000
+1.01750000000E+009, +1.73666088558E-001, +0.00000000000E+000
+1.01812500000E+009, +1.74265023356E-001, +0.00000000000E+000
+1.01875000000E+009, +1.73030473608E-001, +0.00000000000E+000
+1.01937500000E+009, +1.72409097648E-001, +0.00000000000E+000
+1.02000000000E+009, +1.73153600969E-001, +0.00000000000E+000
+1.02062500000E+009, +1.72219331617E-001, +0.00000000000E+000
+1.02125000000E+009, +1.73183592789E-001, +0.00000000000E+000
+1.02187500000E+009, +1.73677006726E-001, +0.00000000000E+000
+1.02250000000E+009, +1.74277951552E-001, +0.00000000000E+000
+1.02312500000E+009, +1.73753246181E-001, +0.00000000000E+000
+1.02375000000E+009, +1.77103340409E-001, +0.00000000000E+000
+1.02437500000E+009, +1.77175593180E-001, +0.00000000000E+000
+1.02500000000E+009, +1.74724107030E-001, +0.00000000000E+000
+1.02562500000E+009, +1.76304595027E-001, +0.00000000000E+000
+1.02625000000E+009, +1.71860260960E-001, +0.00000000000E+000
+1.02687500000E+009, +1.76752090628E-001, +0.00000000000E+000
+1.02750000000E+009, +1.75384420024E-001, +0.00000000000E+000
+1.02812500000E+009, +1.75026748259E-001, +0.00000000000E+000
+1.02875000000E+009, +1.77179050461E-001, +0.00000000000E+000
+1.02937500000E+009, +1.77407784122E-001, +0.00000000000E+000
+1.03000000000E+009, +1.73564222248E-001, +0.00000000000E+000
+1.03062500000E+009, +1.78009228482E-001, +0.00000000000E+000
+1.03125000000E+009, +1.76067393815E-001, +0.00000000000E+000
+1.03187500000E+009, +1.75823725484E-001, +0.00000000000E+000
+1.03250000000E+009, +1.75975084335E-001, +0.00000000000E+000
+1.03312500000E+009, +1.76925006672E-001, +0.00000000000E+000
+1.03375000000E+009, +1.77039472329E-001, +0.00000000000E+000
+1.03437500000E+009, +1.75042229071E-001, +0.00000000000E+000
+1.03500000000E+009, +1.75432052306E-001, +0.00000000000E+000
+1.03562500000E+009, +1.77767089864E-001, +0.00000000000E+000
+1.03625000000E+009, +1.78929608788E-001, +0.00000000000E+000
+1.03687500000E+009, +1.78388762203E-001, +0.00000000000E+000
+1.03750000000E+009, +1.77727984534E-001, +0.00000000000E+000
+1.03812500000E+009, +1.78155256787E-001, +0.00000000000E+000
+1.03875000000E+009, +1.78287518602E-001, +0.00000000000E+000
+1.03937500000E+009, +1.78940237270E-001, +0.00000000000E+000
+1.04000000000E+009, +1.78752614694E-001, +0.00000000000E+000
+1.04062500000E+009, +1.81126380078E-001, +0.00000000000E+000
+1.04125000000E+009, +1.79114109942E-001, +0.00000000000E+000
+1.04187500000E+009, +1.78906997791E-001, +0.00000000000E+000
